hn	lv	9803.42
hn	gr	10434.64
hn	hk	15282.49
gt	ec	2364.15
gt	fr	8931.57
gt	ar	6633.97
gt	fi	9741.91
gt	no	8951.47
gt	it	9861.66
gt	lt	10015.08
gt	ph	15265.9
gt	tw	14468.53
gt	nz	11551.16
gt	ee	9890.44
gt	tr	11703.68
gt	us	2429.9
gt	sv	263.62
gt	cr	971.1
gt	de	9368.75
gt	cl	6050.72
gt	jp	12312.38
gt	br	5371.92
gt	hn	432.29
gt	gt	0.0
gt	ch	9359.45
gt	hu	10143.83
gt	ca	4689.75
gt	pe	3243.06
gt	be	8985.04
gt	my	17416.74
gt	dk	9138.89
gt	bo	4611.09
gt	pl	9897.49
gt	at	9785.41
gt	pt	8225.25
gt	se	9491.62
gt	mx	1556.06
gt	pa	1304.64
gt	uy	6502.87
gt	is	7540.18
gt	es	8584.47
gt	cz	9753.73
gt	ie	8076.9
gt	nl	8996.99
gt	sk	10085.91
gt	co	2140.96
gt	sg	17561.91
gt	id	16884.24
gt	do	2154.76
gt	lu	9118.57
gt	gb	8368.31
gt	al	10476.07
gt	py	5564.04
gt	au	15333.51
gt	lv	9962.6
gt	gr	10703.29
gt	hk	15009.55
ch	ec	9882.73
ch	fr	464.63
ch	ar	11855.01
ch	fi	2012.76
ch	no	1518.25
ch	it	649.03
ch	lt	1430.39
ch	ph	10670.57
ch	tw	9682.51
ch	nz	18760.84
ch	ee	1720.47
ch	tr	2353.09
ch	us	8010.82
ch	sv	9423.69
ch	cr	9367.9
ch	de	509.84
ch	cl	12126.15
ch	jp	9525.06
ch	br	9042.6
ch	hn	9114.0
ch	gt	9359.45
ch	ch	0.0
ch	hu	855.32
ch	ca	7055.92
ch	pe	10242.65
ch	be	493.92
ch	my	9950.22
ch	dk	1053.91
ch	bo	10004.25
ch	pl	971.3
ch	at	484.06
ch	pt	1564.95
ch	se	1628.08
ch	mx	9561.32
ch	pa	9241.02
ch	uy	10895.69
ch	is	2595.73
ch	es	1192.81
ch	cz	630.64
ch	ie	1379.58
ch	nl	627.7
ch	sk	881.13
ch	co	9068.1
ch	sg	10322.3
ch	id	11258.22
ch	do	7629.26
ch	lu	367.54
ch	gb	1249.33
ch	al	1142.33
ch	py	10271.31
ch	au	14693.85
ch	lv	1578.7
ch	gr	1398.81
ch	hk	9338.91
hu	ec	10737.02
hu	fr	1319.93
hu	ar	12571.98
hu	fi	1688.16
hu	no	1642.56
hu	it	804.62
hu	lt	940.7
hu	ph	9863.17
hu	tw	8911.98
hu	nz	17937.14
hu	ee	1322.79
hu	tr	1565.59
hu	us	8651.64
hu	sv	10221.06
hu	cr	10195.0
hu	de	793.63
hu	cl	12893.44
hu	jp	8923.62
hu	br	9818.57
hu	hn	9916.53
hu	gt	10143.83
hu	ch	855.32
hu	hu	0.0
hu	ca	7475.99
hu	pe	11095.29
hu	be	1158.91
hu	my	9095.05
hu	dk	1221.61
hu	bo	10819.57
hu	pl	529.55
hu	at	375.22
hu	pt	2389.08
hu	se	1442.73
hu	mx	10240.44
hu	pa	10078.34
hu	uy	11606.7
hu	is	3023.22
hu	es	1999.38
hu	cz	418.64
hu	ie	2074.39
hu	nl	1160.08
hu	sk	168.14
hu	co	9920.98
hu	sg	9467.34
hu	id	10405.31
hu	do	8467.7
hu	lu	1027.13
hu	gb	1826.35
hu	al	670.25
hu	py	11040.22
hu	au	13838.55
hu	lv	1134.61
hu	gr	918.73
hu	hk	8535.72
ca	ec	6929.29
ca	fr	6840.47
ca	ar	11258.5
ca	fi	6245.2
ca	no	5850.1
ca	it	7704.88
ca	lt	6846.69
ca	ph	11144.5
ca	tw	10085.51
ca	nz	13063.62
ca	ee	6547.23
ca	tr	8837.4
ca	us	2261.43
ca	sv	4938.41
ca	cr	5518.51
ca	de	6750.39
ca	cl	10725.24
ca	jp	8082.32
ca	br	9304.08
ca	hn	4861.12
ca	gt	4689.75
ca	ch	7055.92
ca	hu	7475.99
ca	ca	0.0
ca	pe	7815.13
ca	be	6562.3
ca	my	12826.83
ca	dk	6254.62
ca	bo	8984.27
ca	pl	7004.82
ca	at	7252.38
ca	pt	6917.51
ca	se	6214.07
ca	mx	3626.45
ca	pa	5743.1
ca	uy	10953.51
ca	is	4474.8
ca	es	7059.35
ca	cz	7070.79
ca	ie	5747.71
ca	nl	6453.43
ca	sk	7337.28
ca	co	6395.41
ca	sg	13067.31
ca	id	12885.7
ca	do	5132.25
ca	lu	6694.51
ca	gb	5807.15
ca	al	8087.88
ca	py	9927.73
ca	au	14150.94
ca	lv	6702.03
ca	gr	8357.93
ca	hk	10489.85
pe	ec	890.09
pe	fr	9779.97
pe	ar	3443.45
pe	fi	11470.37
pe	no	10541.26
pe	it	10489.11
pe	lt	11409.01
pe	ph	18137.07
pe	tw	17672.44
pe	nz	10978.13
pe	ee	11458.66
pe	tr	12395.59
pe	us	5580.07
pe	sv	2979.49
pe	cr	2317.28
pe	de	10488.38
pe	cl	2965.84
pe	jp	15510.34
pe	br	2574.13
pe	hn	2980.71
pe	gt	3243.06
pe	ch	10242.65
pe	hu	11095.29
pe	ca	7815.13
pe	pe	0.0
pe	be	10062.25
pe	my	19368.45
pe	dk	10520.0
pe	bo	1468.48
pe	pl	11094.61
pe	at	10726.7
pe	pt	8729.16
pe	se	11094.49
pe	mx	4719.89
pe	pa	2072.04
pe	uy	3262.85
pe	is	9439.66
pe	es	9127.83
pe	cz	10821.17
pe	ie	9344.42
pe	nl	10160.28
pe	sk	11118.03
pe	co	1532.13
pe	sg	19133.15
pe	id	18527.29
pe	do	3150.32
pe	lu	10159.7
